Transaction_ID,Transaction_Date,Region,Province,City,Sales_Channel,Distributor_Name,Outlet_ID,Outlet_Type,Salesperson_ID,Product_Category,Product_Name,SKU_Code,Unit_Price,Quantity_Sold,Gross_Sales,Discount_Percent,Discount_Amount,Net_Sales,Promotion_Type,Return_Flag,Payment_Method,Delivery_Time_Days
TRX2022150808,2022-04-14,Makassar,South Sulawesi,Makassar,E-commerce,PT Nusantara Supply,OUT6779,Supermarket,SP645,Nuts,Salted Cashew Mix,SKU49079,27470,191,5246770,0.0314,164748.58,5082021.42,Bundle Promo,No,Transfer,3
TRX2022996229,2022-11-05,Palembang,South Sumatra,Palembang,General Trade,PT Sinar Distribusi,OUT9272,Minimarket,SP650,Beverages,Energy Cocoa Drink,SKU93858,24729,67,1656843,0.1485,246041.19,1410801.81,None,No,Credit Term,8
TRX2022833914,12/11/2022,Surabaya,East Java,Surabaya,Modern Trade,PT Sinar Distribusi,OUT1896,Supermarket,SP443,Candy,Fruit Jelly Candy,SKU53877,40815,192,7836480,0.0797,624567.46,7211912.54,,No,Cash,8
TRX2022508089,2022-01-03,Makassar,South Sulawesi,Makassar,Distributor,PT Maju Jaya Distribusi,OUT8411,Supermarket,SP836,Candy, Caramel Drop Candy ,SKU34271,44149,129,5695221,0.0574,326905.69,5368315.31,None,No,Transfer,4
TRX2022234527,2022-10-01,Jakarta,DKI Jakarta,Jakarta,Modern Trade,PT Sinar Distribusi,OUT2733,Traditional Store,SP657,Beverages,Nutri Grain Drink,SKU80534,34834,48,1672032,0.2363,395101.16,1276930.84,None,No,Cash,11
TRX2022256850,2022-09-29,Medan,North Sumatra,Medan,E-commerce,,OUT9093,Online Store,SP715,Biscuits,Choco Delight Biscuit,SKU24364,34217,119,4071823,0.1768,719898.31,3351924.69,Seasonal Promo,No,Transfer,12
TRX2022261279,06/10/2022,Jakarta,DKI Jakarta,Jakarta,General Trade,,OUT9996,Supermarket,SP946,Nuts, Honey Roasted Peanut ,SKU39489,24065,58,1395770,0.1345,187731.07,1208038.94,None,No,Cash,14
TRX2022239458,20/07/2022,Makassar,South Sulawesi,Makassar,Distributor,,OUT5808,Supermarket,SP843,Nuts,Salted Cashew Mix,SKU80362,17557,87,1527459,0.2047,312670.86,1214788.14,Seasonal Promo,No,Cash,10
TRX2022339205,22/06/2022,Makassar,South Sulawesi,Makassar,Distributor,PT Maju Jaya Distribusi,OUT4017,Online Store,SP374,Snacks,Spicy Curl,SKU94611,11236,186,2089896,0.2159,451208.55,1638687.45,,No,Cash,8
TRX2022310205,2022-03-05,Bandung,West Java,Bandung,General Trade,,OUT8012,Supermarket,SP468,Beverages,Nutri Grain Drink,SKU60228,31835,145,4616075,0.0718,331434.18,4284640.82,Seasonal Promo,No,Transfer,3
TRX2022888457,27/12/2022,Surabaya,East Java,Surabaya,Distributor,PT Global Snack Dist,OUT9642,Online Store,SP673,Nuts,Salted Cashew Mix,SKU95738,39214,111,4352754,0.2443,1063377.8,3289376.2,,Yes,Transfer,6
TRX2022273443,2022-01-03,Medan,North Sumatra,Medan,Distributor,,OUT6607,Supermarket,SP809,Candy,Fruit Jelly Candy,SKU13911,48421,134,6488414,0.0251,162859.19,6325554.81,,No,Transfer,4
TRX2022461814,2022-09-25,Surabaya,East Java,Surabaya,E-commerce,,OUT5046,Minimarket,SP838,Beverages,Nutri Grain Drink,SKU70214,39371,148,5826908,0.0572,333299.14,5493608.86,,No,Transfer,11
TRX2022361843,2022-07-26,Surabaya,East Java,Surabaya,Modern Trade,PT Nusantara Supply,OUT8800,Minimarket,SP122,Beverages,Energy Cocoa Drink,SKU18302,35617,154,5485018,0.0795,436058.93,5048959.07,Retail Discount,No,Credit Term,3
TRX2022819587,2022-02-14,Bandung,West Java,Bandung,Distributor,,OUT2577,Minimarket,SP455,Candy,Fruit Jelly Candy,SKU53124,37361,113,4221793,0.0293,123698.53,4098094.47,Bundle Promo,Yes,Cash,14
TRX2022697487,23/10/2022,Yogyakarta,DI Yogyakarta,Yogyakarta,E-commerce,,OUT3578,Minimarket,SP578,Candy, Fruit Jelly Candy ,SKU39724,5948,4,23792,0.1061,2524.33,21267.67,Retail Discount,No,Transfer,8
TRX2022812564,2022-07-02,Medan,North Sumatra,Medan,E-commerce,PT Nusantara Supply,OUT6373,Supermarket,SP481,Nuts,Salted Cashew Mix,SKU62628,32233,49,1579417,0.0689,108821.83,1470595.17,None,No,Transfer,9
TRX2022421509,2022-05-19,Medan,North Sumatra,Medan,Distributor,PT Sinar Distribusi,OUT6411,Supermarket,SP675,Candy,Fruit Jelly Candy,SKU98883,25343,135,3421305,0.0582,199119.95,3222185.05,Seasonal Promo,No,Transfer,4
TRX2022888022,2022-05-21,Jakarta,DKI Jakarta,Jakarta,General Trade,PT Sinar Distribusi,OUT4726,Minimarket,SP507,Beverages,Energy Cocoa Drink,SKU56386,44086,54,2380644,0.0958,228065.7,2152578.3,Seasonal Promo,Yes,Credit Term,10
TRX2022790829,2022-09-13,Semarang,Central Java,Semarang,Distributor,PT Maju Jaya Distribusi,OUT5079,Minimarket,SP105,Candy,Fruit Jelly Candy,SKU28093,42037,17,714629,0.0065,4645.09,709983.91,,No,Cash,4
TRX2022950325,2022-11-26,Palembang,South Sumatra,Palembang,Modern Trade,PT Global Snack Dist,OUT5223,Minimarket,SP359,Candy,Mint Pop Candy,SKU11599,29656,97,2876632,0.0469,134914.04,2741717.96,None,No,Credit Term,1
TRX2022815249,30/04/2022,Jakarta,DKI Jakarta,Jakarta,Modern Trade,PT Sinar Distribusi,OUT6674,Supermarket,SP110,Candy,Caramel Drop Candy,SKU19431,14244,121,1723524,0.115,198205.26,1525318.74,,No,Transfer,9
TRX2022521118,10/10/2022,Surabaya,East Java,Surabaya,Distributor,PT Nusantara Supply,OUT2000,Supermarket,SP951,Nuts,Spicy Peanut Mix,SKU38787,41630,122,5078860,0.198,1005614.28,4073245.72,None,No,Transfer,2
TRX2022501491,2022-06-17,Yogyakarta,DI Yogyakarta,Yogyakarta,E-commerce,,OUT6903,Online Store,SP288,Candy,Caramel Drop Candy,SKU98887,36291,36,1306476,0.1474,192574.56,1113901.44,Bundle Promo,No,Credit Term,11
TRX2022276792,2022-03-19,Palembang,South Sumatra,Palembang,General Trade,PT Maju Jaya Distribusi,OUT2999,Traditional Store,SP753,Beverages,Energy Cocoa Drink,SKU42661,23271,12,279252,0.2177,60793.16,218458.84,Retail Discount,No,Credit Term,10
TRX2022296309,2022-03-25,Bandung,West Java,Bandung,Modern Trade,,OUT9527,Supermarket,SP601,Beverages,Energy Cocoa Drink,SKU14413,12987,150,1948050,0.2063,401882.72,1546167.28,Seasonal Promo,No,Credit Term,2
TRX2022815511,2022-01-11,Medan,North Sumatra,Medan,E-commerce,,OUT1386,Traditional Store,SP566,Nuts, Salted Cashew Mix ,SKU68557,35608,144,5127552,0.1173,601461.85,4526090.15,,No,Transfer,9
TRX2022906313,27/08/2022,Medan,North Sumatra,Medan,Modern Trade,PT Sinar Distribusi,OUT9483,Online Store,SP863,Beverages,Energy Cocoa Drink,SKU27834,22146,163,3609798,0.1363,492015.47,3117782.53,Bundle Promo,No,Credit Term,5
TRX2022357305,24/05/2022,Surabaya,East Java,Surabaya,Distributor,PT Nusantara Supply,OUT1540,Online Store,SP735,Beverages,Choco Malt Drink,SKU46408,3860,31,119660,0.1017,12169.42,107490.58,Seasonal Promo,No,Cash,8
TRX2022757083,29/10/2022,Medan,North Sumatra,Medan,E-commerce,PT Sinar Distribusi,OUT4296,Minimarket,SP785,Snacks,Crunchy Bite,SKU63046,16793,134,2250262,0.0949,213549.86,2036712.14,Retail Discount,No,Cash,7
TRX2022102468,2022-09-20,Bandung,West Java,Bandung,E-commerce,PT Maju Jaya Distribusi,OUT5203,Supermarket,SP624,Nuts,Spicy Peanut Mix,SKU21300,30431,12,365172,0.248,90562.66,274609.34,Bundle Promo,No,Cash,8
TRX2022874076,26/10/2022,Bandung,West Java,Bandung,E-commerce,PT Nusantara Supply,OUT4631,Traditional Store,SP475,Snacks, Spicy Curl ,SKU59310,45787,103,4716061,0.1454,685715.27,4030345.73,None,No,Credit Term,10
TRX2022977239,16/10/2022,Medan,North Sumatra,Medan,E-commerce,PT Global Snack Dist,OUT9331,Traditional Store,SP308,Nuts,Honey Roasted Peanut,SKU80970,43414,141,6121374,0.1505,921266.79,5200107.21,,No,Cash,9
TRX2022490285,16/10/2022,Surabaya,East Java,Surabaya,General Trade,PT Nusantara Supply,OUT6628,Online Store,SP578,Biscuits,Golden Cream Biscuit,SKU66816,46448,170,7896160,0.1115,880421.84,7015738.16,Seasonal Promo,No,Transfer,10
TRX2022780506,24/12/2022,Palembang,South Sumatra,Palembang,General Trade,PT Maju Jaya Distribusi,OUT6109,Online Store,SP330,Biscuits,Golden Cream Biscuit,SKU38396,30489,113,3445257,0.1976,680782.78,2764474.22,None,No,Cash,2
TRX2022156911,2022-05-05,Makassar,South Sulawesi,Makassar,Modern Trade,,OUT9732,Traditional Store,SP733,Candy,Fruit Jelly Candy,SKU11856,12590,110,1384900,0.1484,205519.16,1179380.84,Seasonal Promo,No,Transfer,7
TRX2022170961,2022-03-15,Yogyakarta,DI Yogyakarta,Yogyakarta,E-commerce,PT Maju Jaya Distribusi,OUT1200,Traditional Store,SP287,Beverages,Energy Cocoa Drink,SKU44682,23390,190,4444100,0.1526,678169.66,3765930.34,Bundle Promo,No,Transfer,13
TRX2022339618,2022-07-24,Bandung,West Java,Bandung,Modern Trade,PT Maju Jaya Distribusi,OUT4263,Online Store,SP825,Biscuits,Golden Cream Biscuit,SKU93377,47895,69,3304755,0.1037,342703.09,2962051.91,Seasonal Promo,No,Cash,12
TRX2022493555,2022-09-17,Medan,North Sumatra,Medan,Modern Trade,PT Nusantara Supply,OUT2127,Supermarket,SP420,Candy,Mint Pop Candy,SKU21905,23823,135,3216105,0.161,517792.91,2698312.09,Seasonal Promo,No,Transfer,12
TRX2022302158,2022-06-29,Surabaya,East Java,Surabaya,Modern Trade,PT Nusantara Supply,OUT3284,Traditional Store,SP736,Candy,Caramel Drop Candy,SKU96676,46856,46,2155376,0.1371,295502.05,1859873.95,Seasonal Promo,No,Credit Term,12
TRX2022954589,2022-06-04,Semarang,Central Java,Semarang,General Trade,PT Maju Jaya Distribusi,OUT8263,Online Store,SP665,Nuts,Honey Roasted Peanut,SKU46400,2883,128,369024,0.096,35426.3,333597.7,,No,Cash,12
TRX2022255414,10/05/2022,Semarang,Central Java,Semarang,Distributor,,OUT1516,Supermarket,SP843,Snacks,Savory Chips,SKU73161,6605,191,1261555,0.0242,30529.63,1231025.37,,No,Credit Term,14
TRX2022521118,21/08/2022,Semarang,Central Java,Semarang,General Trade,PT Nusantara Supply,OUT7068,Traditional Store,SP426,Nuts, Honey Roasted Peanut ,SKU72540,7175,165,1183875,0.2288,270870.6,913004.4,Retail Discount,No,Cash,10
TRX2022753982,2022-05-01,Medan,North Sumatra,Medan,E-commerce,PT Global Snack Dist,OUT4370,Traditional Store,SP623,Snacks,Spicy Curl,SKU54328,35199,110,3871890,0.179,693068.31,3178821.69,Bundle Promo,No,Credit Term,7
TRX2022790558,31/01/2022,Surabaya,East Java,Surabaya,Modern Trade,PT Nusantara Supply,OUT1737,Minimarket,SP249,Beverages, Choco Malt Drink ,SKU78059,44587,179,7981073,0.0046,36712.94,7944360.06,,No,Cash,6
TRX2022248356,2022-10-26,Yogyakarta,DI Yogyakarta,Yogyakarta,Modern Trade,PT Sinar Distribusi,OUT8533,Traditional Store,SP386,Biscuits,Golden Cream Biscuit,SKU60289,15764,12,189168,0.0378,7150.55,182017.45,Seasonal Promo,No,Transfer,8
TRX2022216938,2022-01-03,Surabaya,East Java,Surabaya,General Trade,PT Global Snack Dist,OUT5138,Minimarket,SP125,Nuts,Salted Cashew Mix,SKU84094,3799,73,277327,0.1306,36218.91,241108.09,Bundle Promo,No,Transfer,9
TRX2022176925,2022-07-22,Makassar,South Sulawesi,Makassar,Modern Trade,,OUT5727,Supermarket,SP576,Snacks,Savory Chips,SKU69847,35647,196,6986812,0.2492,1741113.55,5245698.45,Bundle Promo,No,Credit Term,5
TRX2022891249,21/08/2022,Bandung,West Java,Bandung,General Trade,PT Global Snack Dist,OUT6255,Minimarket,SP585,Biscuits,Choco Delight Biscuit,SKU39781,5585,14,78190,0.0539,4214.44,73975.56,Bundle Promo,No,Cash,1
TRX2022399876,22/10/2022,Semarang,Central Java,Semarang,Distributor,PT Sinar Distribusi,OUT3550,Online Store,SP211,Beverages,Choco Malt Drink,SKU57732,4953,188,931164,0.0687,63970.97,867193.03,Bundle Promo,No,Credit Term,1
TRX2022565072,2022-07-06,Makassar,South Sulawesi,Makassar,General Trade,PT Global Snack Dist,OUT5657,Supermarket,SP909,Nuts,Salted Cashew Mix,SKU51782,43875,130,5703750,0.0479,273209.62,5430540.38,Retail Discount,No,Cash,13
TRX2022534065,2022-02-21,Makassar,South Sulawesi,Makassar,Distributor,PT Global Snack Dist,OUT3806,Supermarket,SP521,Candy,Caramel Drop Candy,SKU79502,23206,141,3272046,0.1819,595185.17,2676860.83,,No,Credit Term,6
TRX2022751698,2022-07-02,Bandung,West Java,Bandung,Distributor,PT Global Snack Dist,OUT8049,Traditional Store,SP860,Candy, Mint Pop Candy ,SKU43428,33244,40,1329760,0.2002,266217.95,1063542.05,Bundle Promo,No,Transfer,11
TRX2022534129,10/04/2022,Medan,North Sumatra,Medan,Modern Trade,PT Sinar Distribusi,OUT7450,Supermarket,SP542,Biscuits,Choco Delight Biscuit,SKU80773,28966,44,1274504,0.2473,315184.84,959319.16,Retail Discount,No,Transfer,2
TRX2022508401,2022-06-13,Surabaya,East Java,Surabaya,General Trade,PT Global Snack Dist,OUT8079,Supermarket,SP546,Biscuits,Golden Cream Biscuit,SKU72710,9372,200,1874400,0.0691,129521.04,1744878.96,Bundle Promo,No,Credit Term,7
TRX2022217403,2022-10-18,Jakarta,DKI Jakarta,Jakarta,General Trade,PT Global Snack Dist,OUT4370,Online Store,SP258,Nuts,Salted Cashew Mix,SKU81461,9806,135,1323810,0.0404,53481.92,1270328.08,Retail Discount,No,Transfer,7
TRX2022314209,2022-10-14,Palembang,South Sumatra,Palembang,Modern Trade,PT Nusantara Supply,OUT1044,Traditional Store,SP578,Nuts,Honey Roasted Peanut,SKU39427,26498,195,5167110,0.1898,980717.48,4186392.52,Retail Discount,No,Cash,2
TRX2022337590,20/07/2022,Semarang,Central Java,Semarang,General Trade,,OUT5493,Traditional Store,SP149,Nuts,Spicy Peanut Mix,SKU31143,11133,172,1914876,0.025,47871.9,1867004.1,,No,Cash,14
TRX2022930042,2022-12-31,Yogyakarta,DI Yogyakarta,Yogyakarta,General Trade,,OUT9285,Traditional Store,SP591,Biscuits,Butter Crunch Biscuit,SKU17915,26684,138,3682392,0.0131,48239.34,3634152.66,Bundle Promo,No,Cash,11
TRX2022757772,2022-09-14,Medan,North Sumatra,Medan,E-commerce,PT Sinar Distribusi,OUT4370,Traditional Store,SP209,Snacks,Crunchy Bite,SKU78524,32642,99,3231558,0.2223,718375.34,2513182.66,Seasonal Promo,No,Cash,12
TRX2022278469,22/11/2022,Yogyakarta,DI Yogyakarta,Yogyakarta,Distributor,PT Nusantara Supply,OUT7722,Minimarket,SP978,Snacks,Spicy Curl,SKU76192,30086,167,5024362,0.0026,13063.34,5011298.66,Retail Discount,No,Credit Term,4
TRX2022830363,2022-06-18,Surabaya,East Java,Surabaya,E-commerce,PT Sinar Distribusi,OUT4130,Traditional Store,SP488,Candy,Fruit Jelly Candy,SKU80531,49032,69,3383208,0.1154,390422.2,2992785.8,Bundle Promo,No,Transfer,13
TRX2022748199,2022-12-24,Palembang,South Sumatra,Palembang,General Trade,PT Sinar Distribusi,OUT4203,Traditional Store,SP841,Candy,Fruit Jelly Candy,SKU88744,33485,105,3515925,0.1361,478517.39,3037407.61,,No,Transfer,6
TRX2022366832,2022-03-13,Surabaya,East Java,Surabaya,Modern Trade,PT Sinar Distribusi,OUT4489,Minimarket,SP933,Snacks,Crunchy Bite,SKU98639,32594,72,2346768,0.1919,450344.78,1896423.22,Seasonal Promo,No,Cash,1
TRX2022914856,2022-06-17,Surabaya,East Java,Surabaya,Distributor,PT Global Snack Dist,OUT9877,Minimarket,SP236,Nuts,Honey Roasted Peanut,SKU53904,9998,99,989802,0.1085,107393.52,882408.48,Retail Discount,No,Credit Term,5
TRX2022643943,2022-08-17,Yogyakarta,DI Yogyakarta,Yogyakarta,General Trade,PT Nusantara Supply,OUT3684,Minimarket,SP337,Snacks,Spicy Curl,SKU65969,45613,103,4698139,0.181,850363.16,3847775.84,Seasonal Promo,No,Cash,8
TRX2022602299,18/06/2022,Palembang,South Sumatra,Palembang,General Trade,,OUT3236,Minimarket,SP222,Nuts,Spicy Peanut Mix,SKU54060,29140,42,1223880,0.1215,148701.42,1075178.58,Retail Discount,No,Cash,11
TRX2022593808,2022-11-08,Jakarta,DKI Jakarta,Jakarta,Distributor,,OUT9452,Minimarket,SP599,Snacks,Spicy Curl,SKU27707,44706,21,938826,0.0773,72571.25,866254.75,Bundle Promo,No,Transfer,1
TRX2022908711,19/05/2022,Makassar,South Sulawesi,Makassar,Modern Trade,PT Nusantara Supply,OUT8819,Traditional Store,SP155,Candy,Fruit Jelly Candy,SKU34693,21715,21,456015,0.071,32377.06,423637.93,None,No,Credit Term,5
TRX2022947060,07/10/2022,Yogyakarta,DI Yogyakarta,Yogyakarta,Distributor,,OUT5523,Supermarket,SP446,Biscuits,Golden Cream Biscuit,SKU73679,15194,191,2902054,0.2248,652381.74,2249672.26,Bundle Promo,No,Transfer,14
TRX2022745619,2022-09-23,Semarang,Central Java,Semarang,E-commerce,PT Global Snack Dist,OUT1758,Online Store,SP221,Beverages,Energy Cocoa Drink,SKU89462,38775,166,6436650,0.1244,800719.26,5635930.74,None,No,Transfer,11
TRX2022319200,2022-03-27,Makassar,South Sulawesi,Makassar,General Trade,PT Global Snack Dist,OUT9254,Traditional Store,SP608,Beverages,Nutri Grain Drink,SKU33146,3848,95,365560,0.0997,36446.33,329113.67,Bundle Promo,No,Transfer,6
TRX2022810971,2022-08-06,Surabaya,East Java,Surabaya,E-commerce,PT Sinar Distribusi,OUT4402,Traditional Store,SP582,Biscuits,Butter Crunch Biscuit,SKU18139,30627,54,1653858,0.2483,410652.94,1243205.06,Retail Discount,No,Credit Term,8
TRX2022743685,12/03/2022,Semarang,Central Java,Semarang,Distributor,PT Maju Jaya Distribusi,OUT1956,Supermarket,SP314,Beverages,Choco Malt Drink,SKU51051,9990,29,289710,0.2253,65271.66,224438.34,,No,Transfer,10
TRX2022809319,02/03/2022,Palembang,South Sumatra,Palembang,E-commerce,PT Sinar Distribusi,OUT1791,Traditional Store,SP288,Beverages,Nutri Grain Drink,SKU84706,41888,105,4398240,0.201,884046.24,3514193.76,,No,Transfer,8
TRX2022956234,21/11/2022,Jakarta,DKI Jakarta,Jakarta,E-commerce,PT Maju Jaya Distribusi,OUT9201,Traditional Store,SP991,Candy, Caramel Drop Candy ,SKU31117,29264,15,438960,0.0479,21026.18,417933.82,,No,Credit Term,11
TRX2022595814,12/10/2022,Surabaya,East Java,Surabaya,Modern Trade,PT Nusantara Supply,OUT2182,Traditional Store,SP234,Beverages,Choco Malt Drink,SKU81197,48039,72,3458808,0.1731,598719.66,2860088.34,Seasonal Promo,No,Transfer,6
TRX2022813204,10/10/2022,Medan,North Sumatra,Medan,Modern Trade,,OUT1855,Supermarket,SP561,Nuts,Salted Cashew Mix,SKU21252,45624,41,1870584,0.0035,6547.04,1864036.96,Bundle Promo,No,Credit Term,8
TRX2022418375,2022-03-02,Makassar,South Sulawesi,Makassar,Modern Trade,PT Global Snack Dist,OUT9969,Traditional Store,SP617,Beverages,Nutri Grain Drink,SKU43616,18916,95,1797020,0.0963,173053.03,1623966.97,,No,Cash,13
TRX2022472885,05/06/2022,Medan,North Sumatra,Medan,General Trade,PT Nusantara Supply,OUT9804,Traditional Store,SP130,Beverages,Choco Malt Drink,SKU25617,8106,131,1061886,0.2467,261967.28,799918.72,Bundle Promo,No,Credit Term,1
TRX2022296220,11/10/2022,Bandung,West Java,Bandung,General Trade,PT Sinar Distribusi,OUT1628,Supermarket,SP956,Candy, Caramel Drop Candy ,SKU31165,3163,13,41119,0.0589,2421.91,38697.09,,No,Transfer,6
TRX2022827382,16/03/2022,Bandung,West Java,Bandung,General Trade,PT Nusantara Supply,OUT2387,Traditional Store,SP609,Biscuits, Choco Delight Biscuit ,SKU39651,19119,107,2045733,0.1155,236282.16,1809450.84,None,No,Credit Term,13
TRX2022295556,2022-05-18,Jakarta,DKI Jakarta,Jakarta,Modern Trade,PT Maju Jaya Distribusi,OUT7268,Minimarket,SP324,Candy,Fruit Jelly Candy,SKU30182,49689,23,1142847,0.1086,124113.18,1018733.82,,No,Cash,4
TRX2022325049,2022-07-09,Palembang,South Sumatra,Palembang,General Trade,PT Sinar Distribusi,OUT7839,Minimarket,SP371,Snacks, Crunchy Bite ,SKU32186,27481,2,54962,0.1249,6864.75,48097.25,Retail Discount,No,Credit Term,11
TRX2022108180,2022-08-31,Palembang,South Sumatra,Palembang,General Trade,PT Nusantara Supply,OUT7877,Minimarket,SP849,Nuts,Honey Roasted Peanut,SKU84822,49656,107,5313192,0.0834,443120.21,4870071.79,None,No,Transfer,8
TRX2022831122,05/11/2022,Semarang,Central Java,Semarang,Modern Trade,PT Global Snack Dist,OUT4774,Traditional Store,SP987,Nuts,Spicy Peanut Mix,SKU21479,32246,62,1999252,0.1274,254704.7,1744547.3,Seasonal Promo,No,Credit Term,2
TRX2022745969,2022-12-26,Semarang,Central Java,Semarang,E-commerce,PT Sinar Distribusi,OUT4460,Minimarket,SP423,Candy,Fruit Jelly Candy,SKU59901,41636,196,8160656,0.1766,1441171.85,6719484.15,Retail Discount,No,Transfer,14
TRX2022588591,2022-10-15,Jakarta,DKI Jakarta,Jakarta,General Trade,,OUT6021,Online Store,SP785,Biscuits, Golden Cream Biscuit ,SKU86201,45498,124,5641752,0.0857,483498.15,5158253.85,Retail Discount,No,Transfer,9
TRX2022592732,10/05/2022,Medan,North Sumatra,Medan,E-commerce,PT Global Snack Dist,OUT7531,Traditional Store,SP136,Snacks,Savory Chips,SKU49751,16095,14,225330,0.0297,6692.3,218637.7,Retail Discount,No,Credit Term,2
TRX2022597613,01/10/2022,Jakarta,DKI Jakarta,Jakarta,Modern Trade,,OUT6650,Minimarket,SP390,Nuts, Salted Cashew Mix ,SKU33958,44712,153,6840936,0.0886,606106.93,6234829.07,Seasonal Promo,No,Transfer,8
TRX2022839455,2022-05-04,Palembang,South Sumatra,Palembang,E-commerce,,OUT9159,Online Store,SP575,Snacks,Crunchy Bite,SKU74444,11449,8,91592,0.0347,3178.24,88413.76,None,No,Transfer,5
TRX2022219428,2022-06-08,Makassar,South Sulawesi,Makassar,General Trade,,OUT3413,Traditional Store,SP305,Nuts,Spicy Peanut Mix,SKU71108,9210,86,792060,0.0529,41899.97,750160.03,Bundle Promo,No,Transfer,13
TRX2022262486,02/12/2022,Yogyakarta,DI Yogyakarta,Yogyakarta,E-commerce,PT Nusantara Supply,OUT5778,Online Store,SP426,Biscuits,Butter Crunch Biscuit,SKU87636,4313,166,715958,0.2221,159014.27,556943.73,None,No,Credit Term,4
TRX2022945081,2022-01-31,Palembang,South Sumatra,Palembang,Distributor,PT Sinar Distribusi,OUT1831,Minimarket,SP577,Biscuits,Choco Delight Biscuit,SKU24520,11707,177,2072139,0.1587,328848.46,1743290.54,Bundle Promo,No,Cash,12
TRX2022557960,21/12/2022,Jakarta,DKI Jakarta,Jakarta,E-commerce,PT Nusantara Supply,OUT7342,Traditional Store,SP594,Nuts,Spicy Peanut Mix,SKU58021,46586,5,232930,0.242,56369.06,176560.94,Bundle Promo,No,Transfer,8
TRX2022361907,27/02/2022,Jakarta,DKI Jakarta,Jakarta,Modern Trade,,OUT4542,Minimarket,SP750,Biscuits, Golden Cream Biscuit ,SKU91781,32813,154,5053202,0.2489,1257741.98,3795460.02,Retail Discount,No,Credit Term,8
TRX2022667140,12/10/2022,Palembang,South Sumatra,Palembang,E-commerce,PT Sinar Distribusi,OUT8118,Minimarket,SP275,Nuts,Honey Roasted Peanut,SKU51446,17339,36,624204,0.2085,130146.53,494057.47,Bundle Promo,No,Transfer,2
TRX2022216861,2022-03-17,Jakarta,DKI Jakarta,Jakarta,Modern Trade,,OUT8634,Supermarket,SP398,Biscuits,Butter Crunch Biscuit,SKU66265,2072,118,244496,0.0593,14498.61,229997.39,Seasonal Promo,No,Transfer,14
TRX2022150090,2022-05-11,Medan,North Sumatra,Medan,General Trade,PT Maju Jaya Distribusi,OUT4909,Supermarket,SP437,Candy,Caramel Drop Candy,SKU72821,10699,163,1743937,0.0223,38889.8,1705047.2,Bundle Promo,No,Credit Term,6
