Transaction_ID,Transaction_Date,Region,Province,City,Sales_Channel,Distributor_Name,Outlet_ID,Outlet_Type,Salesperson_ID,Product_Category,Product_Name,SKU_Code,Unit_Price,Quantity_Sold,Gross_Sales,Discount_Percent,Discount_Amount,Net_Sales,Promotion_Type,Return_Flag,Payment_Method,Delivery_Time_Days
TRX2020827577,2020-02-29,Bandung,West Java,Bandung,General Trade,PT Global Snack Dist,OUT2023,Online Store,SP828,Biscuits,Golden Cream Biscuit,SKU51508,2709,121,327789,0.0761,24944.74,302844.26,Bundle Promo,No,Credit Term,5
TRX2020196103,2020-03-16,Jakarta,DKI Jakarta,Jakarta,Modern Trade,PT Sinar Distribusi,OUT3016,Online Store,SP875,Biscuits,Golden Cream Biscuit,SKU49524,46689,92,4295388,0.2345,1007268.49,3288119.51,,No,Credit Term,1
TRX2020354032,19/10/2020,Yogyakarta,DI Yogyakarta,Yogyakarta,Modern Trade,PT Maju Jaya Distribusi,OUT4833,Supermarket,SP676,Candy,Mint Pop Candy,SKU66530,24392,123,3000216,0.0534,160211.53,2840004.47,Bundle Promo,No,Transfer,13
TRX2020982556,2020-01-16,Yogyakarta,DI Yogyakarta,Yogyakarta,Distributor,PT Nusantara Supply,OUT1062,Online Store,SP252,Biscuits,Choco Delight Biscuit,SKU55422,2916,7,20412,0.1479,3018.93,17393.07,Bundle Promo,No,Credit Term,4
TRX2020374215,2020-12-03,Yogyakarta,DI Yogyakarta,Yogyakarta,Distributor,PT Sinar Distribusi,OUT8506,Supermarket,SP133,Candy,Caramel Drop Candy,SKU18659,27810,191,5311710,0.1564,830751.44,4480958.56,,No,Transfer,13
TRX2020449435,18/11/2020,Surabaya,East Java,Surabaya,Distributor,PT Sinar Distribusi,OUT4792,Supermarket,SP338,Beverages,Choco Malt Drink,SKU73927,7527,8,60216,0.0165,993.56,59222.44,Retail Discount,No,Transfer,6
TRX2020409980,07/05/2020,Surabaya,East Java,Surabaya,E-commerce,PT Maju Jaya Distribusi,OUT3247,Traditional Store,SP833,Beverages,Energy Cocoa Drink,SKU40090,14730,79,1163670,0.124,144295.08,1019374.92,Retail Discount,No,Transfer,9
TRX2020756814,14/09/2020,Semarang,Central Java,Semarang,Modern Trade,,OUT5423,Online Store,SP781,Beverages,Choco Malt Drink,SKU51520,9476,163,1544588,0.1349,208364.92,1336223.08,Bundle Promo,No,Cash,4
TRX2020922347,2020-01-03,Surabaya,East Java,Surabaya,General Trade,,OUT4390,Online Store,SP931,Beverages,Energy Cocoa Drink,SKU46228,43434,181,7861554,0.0294,231129.69,7630424.31,Bundle Promo,No,Credit Term,13
TRX2020665127,2020-10-07,Medan,North Sumatra,Medan,Distributor,PT Nusantara Supply,OUT7344,Traditional Store,SP879,Candy, Caramel Drop Candy ,SKU39534,25762,112,2885344,0.0261,75307.48,2810036.52,,No,Credit Term,9
TRX2020130363,01/03/2020,Bandung,West Java,Bandung,General Trade,PT Global Snack Dist,OUT1443,Minimarket,SP609,Candy,Mint Pop Candy,SKU20058,18242,71,1295182,0.0014,1813.25,1293368.75,Retail Discount,No,Transfer,5
TRX2020235760,24/12/2020,Surabaya,East Java,Surabaya,Distributor,PT Global Snack Dist,OUT2994,Traditional Store,SP427,Snacks,Crunchy Bite,SKU66256,3488,157,547616,0.0183,10021.37,537594.63,None,No,Transfer,8
TRX2020686166,11/02/2020,Semarang,Central Java,Semarang,Distributor,PT Sinar Distribusi,OUT6916,Minimarket,SP163,Biscuits,Choco Delight Biscuit,SKU10445,10267,140,1437380,0.0903,129795.41,1307584.59,,No,Credit Term,14
TRX2020632622,2020-05-19,Palembang,South Sumatra,Palembang,E-commerce,PT Maju Jaya Distribusi,OUT4538,Minimarket,SP538,Biscuits,Golden Cream Biscuit,SKU62411,22872,148,3385056,0.1815,614387.66,2770668.34,,No,Cash,9
TRX2020185460,2020-11-28,Surabaya,East Java,Surabaya,Modern Trade,PT Sinar Distribusi,OUT2746,Minimarket,SP265,Beverages,Energy Cocoa Drink,SKU62371,32109,39,1252251,0.2295,287391.6,964859.4,None,No,Transfer,7
TRX2020239805,20/04/2020,Makassar,South Sulawesi,Makassar,Distributor,PT Nusantara Supply,OUT2290,Minimarket,SP335,Biscuits,Choco Delight Biscuit,SKU75219,40582,72,2921904,0.1921,561297.76,2360606.24,None,No,Credit Term,10
TRX2020638190,2020-11-30,Surabaya,East Java,Surabaya,E-commerce,PT Sinar Distribusi,OUT1676,Online Store,SP224,Biscuits,Golden Cream Biscuit,SKU79150,12187,200,2437400,0.0531,129425.94,2307974.06,None,No,Transfer,10
TRX2020339482,2020-12-23,Medan,North Sumatra,Medan,E-commerce,,OUT3386,Online Store,SP551,Nuts,Honey Roasted Peanut,SKU92815,35931,5,179655,0.241,43296.85,136358.15,Bundle Promo,No,Transfer,11
TRX2020328755,26/09/2020,Makassar,South Sulawesi,Makassar,General Trade,PT Maju Jaya Distribusi,OUT7550,Traditional Store,SP161,Nuts,Salted Cashew Mix,SKU35662,31396,169,5305924,0.1464,776787.27,4529136.73,,No,Credit Term,3
TRX2020325872,28/12/2020,Bandung,West Java,Bandung,E-commerce,PT Sinar Distribusi,OUT9801,Traditional Store,SP278,Snacks,Crunchy Bite,SKU25553,16054,3,48162,0.0609,2933.07,45228.93,None,No,Cash,14
TRX2020574692,2020-08-15,Jakarta,DKI Jakarta,Jakarta,E-commerce,PT Global Snack Dist,OUT6812,Traditional Store,SP960,Snacks,Crunchy Bite,SKU79443,38595,158,6098010,0.2131,1299485.93,4798524.07,None,No,Cash,12
TRX2020921368,17/02/2020,Bandung,West Java,Bandung,Modern Trade,PT Nusantara Supply,OUT7650,Minimarket,SP869,Biscuits, Butter Crunch Biscuit ,SKU35873,30794,132,4064808,0.1765,717438.61,3347369.39,,No,Transfer,12
TRX2020996104,30/09/2020,Yogyakarta,DI Yogyakarta,Yogyakarta,Modern Trade,PT Nusantara Supply,OUT9366,Minimarket,SP130,Snacks,Crunchy Bite,SKU84493,36210,68,2462280,0.0109,26838.85,2435441.15,,No,Credit Term,7
TRX2020126045,23/02/2020,Yogyakarta,DI Yogyakarta,Yogyakarta,E-commerce,PT Maju Jaya Distribusi,OUT6159,Minimarket,SP139,Nuts,Spicy Peanut Mix,SKU96184,11032,88,970816,0.1491,144748.67,826067.33,None,No,Credit Term,5
TRX2020961000,07/05/2020,Bandung,West Java,Bandung,E-commerce,PT Sinar Distribusi,OUT2919,Online Store,SP467,Candy, Mint Pop Candy ,SKU94785,33331,26,866606,0.1151,99746.35,766859.65,None,No,Credit Term,9
TRX2020798323,07/06/2020,Jakarta,DKI Jakarta,Jakarta,Modern Trade,PT Sinar Distribusi,OUT7785,Traditional Store,SP851,Biscuits,Golden Cream Biscuit,SKU75028,42073,33,1388409,0.0194,26935.13,1361473.87,Retail Discount,No,Credit Term,13
TRX2020354212,2020-02-09,Bandung,West Java,Bandung,Modern Trade,PT Sinar Distribusi,OUT2043,Minimarket,SP998,Candy,Mint Pop Candy,SKU53336,6708,76,509808,0.0277,14121.68,495686.32,Retail Discount,No,Credit Term,14
TRX2020561113,2020-04-18,Bandung,West Java,Bandung,Modern Trade,PT Global Snack Dist,OUT4741,Supermarket,SP402,Biscuits,Golden Cream Biscuit,SKU39040,17988,52,935376,0.1771,165655.09,769720.91,Bundle Promo,No,Cash,2
TRX2020105867,16/01/2020,Semarang,Central Java,Semarang,Modern Trade,,OUT9285,Minimarket,SP916,Biscuits, Choco Delight Biscuit ,SKU42923,49776,199,9905424,0.1467,1453125.7,8452298.3,None,No,Credit Term,8
TRX2020209347,2020-02-23,Palembang,South Sumatra,Palembang,Modern Trade,,OUT9289,Online Store,SP272,Candy,Mint Pop Candy,SKU53677,40025,103,4122575,0.1043,429984.57,3692590.43,,No,Credit Term,4
TRX2020532559,22/11/2020,Semarang,Central Java,Semarang,General Trade,PT Global Snack Dist,OUT7055,Minimarket,SP298,Candy,Mint Pop Candy,SKU72426,8987,29,260623,0.2027,52828.28,207794.72,Bundle Promo,No,Credit Term,8
TRX2020772141,2020-10-26,Surabaya,East Java,Surabaya,General Trade,PT Sinar Distribusi,OUT9398,Traditional Store,SP697,Biscuits,Golden Cream Biscuit,SKU38638,16910,96,1623360,0.2307,374509.15,1248850.85,Bundle Promo,No,Cash,7
TRX2020578800,2020-04-17,Jakarta,DKI Jakarta,Jakarta,Modern Trade,PT Global Snack Dist,OUT7485,Traditional Store,SP734,Nuts,Spicy Peanut Mix,SKU19914,36863,170,6266710,0.1152,721924.99,5544785.01,Retail Discount,No,Credit Term,5
TRX2020509693,31/08/2020,Medan,North Sumatra,Medan,Modern Trade,PT Nusantara Supply,OUT7377,Supermarket,SP394,Beverages, Nutri Grain Drink ,SKU31985,13428,1,13428,0.2047,2748.71,10679.29,Seasonal Promo,No,Cash,8
TRX2020703966,20/06/2020,Yogyakarta,DI Yogyakarta,Yogyakarta,Distributor,PT Sinar Distribusi,OUT1048,Online Store,SP365,Nuts,Salted Cashew Mix,SKU81228,19714,119,2345966,0.1806,423681.46,1922284.54,Retail Discount,No,Transfer,8
TRX2020310583,2020-06-14,Yogyakarta,DI Yogyakarta,Yogyakarta,Modern Trade,,OUT8850,Supermarket,SP708,Snacks,Savory Chips,SKU82482,37888,174,6592512,0.1687,1112156.77,5480355.23,,No,Cash,10
TRX2020603964,15/01/2020,Yogyakarta,DI Yogyakarta,Yogyakarta,Modern Trade,PT Maju Jaya Distribusi,OUT5714,Traditional Store,SP796,Candy,Mint Pop Candy,SKU83022,40277,72,2899944,0.2402,696566.55,2203377.45,None,No,Cash,7
TRX2020544715,2020-11-14,Palembang,South Sumatra,Palembang,Modern Trade,PT Nusantara Supply,OUT4351,Traditional Store,SP132,Snacks, Crunchy Bite ,SKU20422,4038,160,646080,0.0625,40380.0,605700.0,Bundle Promo,No,Transfer,12
TRX2020481374,2020-03-09,Surabaya,East Java,Surabaya,E-commerce,PT Nusantara Supply,OUT9995,Online Store,SP914,Beverages,Choco Malt Drink,SKU97372,41540,33,1370820,0.0184,25223.09,1345596.91,,No,Transfer,8
TRX2020765512,2020-04-22,Jakarta,DKI Jakarta,Jakarta,Distributor,PT Nusantara Supply,OUT2549,Online Store,SP201,Candy,Fruit Jelly Candy,SKU22382,39521,22,869462,0.1052,91467.4,777994.6,None,No,Transfer,7
TRX2020925393,13/10/2020,Makassar,South Sulawesi,Makassar,General Trade,,OUT2389,Online Store,SP139,Beverages,Nutri Grain Drink,SKU53583,38043,85,3233655,0.1139,368313.3,2865341.7,,Yes,Cash,14
TRX2020748566,2020-09-19,Bandung,West Java,Bandung,Modern Trade,PT Maju Jaya Distribusi,OUT4871,Online Store,SP225,Nuts, Salted Cashew Mix ,SKU43541,36437,63,2295531,0.1001,229782.65,2065748.35,None,No,Cash,10
TRX2020906197,2020-04-22,Makassar,South Sulawesi,Makassar,Distributor,PT Sinar Distribusi,OUT2016,Traditional Store,SP760,Beverages, Choco Malt Drink ,SKU83197,18768,116,2177088,0.131,285198.53,1891889.47,Bundle Promo,No,Credit Term,2
TRX2020532011,30/12/2020,Makassar,South Sulawesi,Makassar,Modern Trade,PT Sinar Distribusi,OUT9178,Minimarket,SP654,Snacks,Savory Chips,SKU42073,40851,83,3390633,0.1959,664225.0,2726408.0,Retail Discount,No,Cash,7
TRX2020713180,04/09/2020,Medan,North Sumatra,Medan,General Trade,PT Maju Jaya Distribusi,OUT6791,Minimarket,SP880,Snacks,Spicy Curl,SKU64541,37437,6,224622,0.1636,36748.16,187873.84,Bundle Promo,No,Transfer,13
TRX2020945736,2020-09-19,Jakarta,DKI Jakarta,Jakarta,E-commerce,PT Nusantara Supply,OUT2330,Supermarket,SP577,Candy,Fruit Jelly Candy,SKU94411,18594,106,1970964,0.1616,318507.78,1652456.22,Seasonal Promo,No,Transfer,6
TRX2020751624,2020-08-23,Yogyakarta,DI Yogyakarta,Yogyakarta,Modern Trade,PT Maju Jaya Distribusi,OUT9898,Traditional Store,SP761,Candy,Fruit Jelly Candy,SKU54820,33986,88,2990768,0.1563,467457.04,2523310.96,Seasonal Promo,No,Transfer,4
TRX2020402079,2020-03-06,Yogyakarta,DI Yogyakarta,Yogyakarta,General Trade,PT Maju Jaya Distribusi,OUT2695,Minimarket,SP949,Biscuits,Choco Delight Biscuit,SKU23980,44943,195,8763885,0.0418,366330.39,8397554.61,,No,Transfer,1
TRX2020262502,2020-07-12,Yogyakarta,DI Yogyakarta,Yogyakarta,E-commerce,PT Maju Jaya Distribusi,OUT2667,Online Store,SP748,Nuts,Salted Cashew Mix,SKU34043,38924,65,2530060,0.2093,529541.56,2000518.44,Seasonal Promo,No,Credit Term,11
TRX2020863959,13/12/2020,Yogyakarta,DI Yogyakarta,Yogyakarta,General Trade,PT Sinar Distribusi,OUT9167,Supermarket,SP603,Candy,Fruit Jelly Candy,SKU51387,18767,159,2983953,0.1387,413874.28,2570078.72,None,Yes,Transfer,3
TRX2020610698,2020-06-05,Surabaya,East Java,Surabaya,Modern Trade,,OUT1622,Traditional Store,SP231,Nuts,Spicy Peanut Mix,SKU86819,28016,95,2661520,0.1165,310067.08,2351452.92,Bundle Promo,No,Credit Term,11
TRX2020753816,2020-07-19,Makassar,South Sulawesi,Makassar,Distributor,,OUT7449,Minimarket,SP233,Biscuits,Butter Crunch Biscuit,SKU71733,33541,123,4125543,0.1563,644822.37,3480720.63,Seasonal Promo,No,Cash,11
TRX2020709001,2020-07-22,Makassar,South Sulawesi,Makassar,E-commerce,PT Global Snack Dist,OUT3474,Traditional Store,SP312,Snacks,Crunchy Bite,SKU80228,40976,184,7539584,0.0991,747172.77,6792411.23,None,No,Transfer,11
TRX2020277386,15/03/2020,Semarang,Central Java,Semarang,General Trade,PT Sinar Distribusi,OUT7220,Minimarket,SP153,Biscuits,Choco Delight Biscuit,SKU29208,39793,110,4377230,0.2483,1086866.21,3290363.79,None,No,Transfer,2
TRX2020658518,2020-09-29,Bandung,West Java,Bandung,Modern Trade,PT Global Snack Dist,OUT7535,Supermarket,SP197,Biscuits,Golden Cream Biscuit,SKU14339,7380,17,125460,0.1524,19120.1,106339.9,None,No,Cash,8
TRX2020252786,2020-02-03,Jakarta,DKI Jakarta,Jakarta,Distributor,,OUT8180,Supermarket,SP838,Candy,Caramel Drop Candy,SKU31231,15873,149,2365077,0.058,137174.47,2227902.53,Retail Discount,No,Transfer,1
TRX2020309691,08/09/2020,Jakarta,DKI Jakarta,Jakarta,E-commerce,PT Global Snack Dist,OUT8731,Minimarket,SP293,Nuts,Spicy Peanut Mix,SKU65037,18875,84,1585500,0.0103,16330.65,1569169.35,Seasonal Promo,No,Cash,6
TRX2020292822,2020-12-18,Bandung,West Java,Bandung,E-commerce,PT Sinar Distribusi,OUT6516,Online Store,SP677,Nuts,Salted Cashew Mix,SKU99989,22728,183,4159224,0.0058,24123.5,4135100.5,Retail Discount,No,Transfer,12
TRX2020109706,26/03/2020,Yogyakarta,DI Yogyakarta,Yogyakarta,Modern Trade,,OUT5308,Online Store,SP552,Biscuits,Choco Delight Biscuit,SKU96113,29784,7,208488,0.208,43365.5,165122.5,Retail Discount,No,Transfer,1
TRX2020226219,2020-09-28,Bandung,West Java,Bandung,General Trade,PT Maju Jaya Distribusi,OUT9986,Traditional Store,SP295,Biscuits,Golden Cream Biscuit,SKU37328,28951,115,3329365,0.1726,574648.4,2754716.6,Retail Discount,No,Transfer,5
TRX2020110689,2020-10-01,Palembang,South Sumatra,Palembang,General Trade,PT Global Snack Dist,OUT5454,Minimarket,SP358,Beverages,Energy Cocoa Drink,SKU38002,43064,90,3875760,0.1113,431372.09,3444387.91,Bundle Promo,No,Credit Term,8
TRX2020962292,2020-06-19,Jakarta,DKI Jakarta,Jakarta,Modern Trade,,OUT6388,Minimarket,SP507,Nuts,Honey Roasted Peanut,SKU36736,37429,14,524006,0.0204,10689.72,513316.28,None,No,Credit Term,8
TRX2020984766,2020-03-31,Makassar,South Sulawesi,Makassar,General Trade,PT Global Snack Dist,OUT7881,Traditional Store,SP265,Candy,Fruit Jelly Candy,SKU14233,41032,188,7714016,0.2414,1862163.46,5851852.54,Bundle Promo,No,Cash,3
